molecule	gene	start	end	strand	orientation
NZ_AP018665.1_174	ANK_1	49	81	forward	1
NZ_AP018665.1_174	ANK	83	115	forward	1
NZ_AP018665.1_174	ANK	116	148	forward	1
NZ_AP018676.1_664	ANK_1	49	80	forward	1
NZ_AP018676.1_664	ANK	115	147	forward	1
NZ_AP019314.1_1903	ANK_1	7	36	forward	1
NZ_AP019314.1_1903	ANK	71	103	forward	1
NZ_AP019314.1_1903	ANK	199	231	forward	1
NZ_AP019314.1_1903	ANK	232	264	forward	1
NZ_AP019314.1_1903	ANK	265	297	forward	1
NZ_AP019314.1_1903	ANK	330	360	forward	1
NZ_AP019314.1_1903	ANK	363	395	forward	1
NZ_AP019314.1_1903	ANK	396	429	forward	1
NZ_AP019780.1_468	ANK_1	100	132	forward	1
NZ_AP019780.1_468	ANK	133	165	forward	1
NZ_AP019780.1_468	ANK	199	231	forward	1
NZ_AP019780.1_468	ANK	232	264	forward	1
NZ_AP019780.1_468	ANK	265	297	forward	1
NZ_AP019780.1_468	ANK	298	330	forward	1
NZ_AP019823.1_1555	ANK_1	120	151	forward	1
NZ_AP019823.1_1555	ANK	189	221	forward	1
NZ_AP019846.1_784	ANK_1	120	150	forward	1
NZ_AP019846.1_784	ANK	189	221	forward	1
NZ_AP019860.1_4612	ANK_1	700	732	forward	1
NZ_AP019860.1_4612	ANK	734	766	forward	1
NZ_AP019860.1_808	ANK_1	200	230	forward	1
NZ_AP019860.1_808	ANK	419	450	forward	1
NZ_AP019860.1_808	ANK	519	551	forward	1
NZ_AP019860.1_808	ANK	652	684	forward	1
NZ_AP019860.1_808	ANK	685	717	forward	1
NZ_AP021898.1_484	ANK_1	139	178	forward	1
NZ_AP021898.1_484	ANK	252	288	forward	1
NZ_AP022372.1_1933	ANK_1	66	97	forward	1
NZ_AP022372.1_1933	ANK	164	200	forward	1
NZ_AP022373.1_784	ANK_1	66	97	forward	1
NZ_AP022373.1_784	ANK	164	200	forward	1
NZ_AP022593.1_434	ANK_1	92	131	forward	1
NZ_AP022593.1_434	ANK	273	305	forward	1
NZ_AP022607.1_328	ANK_1	9	67	forward	1
NZ_AP022607.1_328	ANK	68	100	forward	1
NZ_AP022839.1_2465	ANK_1	457	489	forward	1
NZ_AP022839.1_2465	ANK	490	522	forward	1
NZ_AP023000.1_524	ANK_1	156	189	forward	1
NZ_AP023000.1_524	ANK	190	227	forward	1
NZ_AP023180.1_1970	ANK_1	50	82	forward	1
NZ_AP023180.1_1970	ANK	116	148	forward	1
NZ_AP023181.1_24	ANK_1	101	133	forward	1
NZ_AP023181.1_24	ANK	167	199	forward	1
NZ_AP023367.1_1350	ANK_1	113	145	forward	1
NZ_AP023367.1_1350	ANK	212	244	forward	1
NZ_AP023367.1_1350	ANK	278	310	forward	1
NZ_AP023367.1_1350	ANK	311	345	forward	1
NZ_AP024100.1_502	ANK_1	538	569	forward	1
NZ_AP024100.1_502	ANK	603	635	forward	1
NZ_AP024100.1_502	ANK	638	668	forward	1
NZ_AP024102.1_536	ANK_1	538	569	forward	1
NZ_AP024102.1_536	ANK	603	635	forward	1
NZ_AP024102.1_536	ANK	638	668	forward	1
NZ_AP024103.1_1919	ANK_1	129	160	forward	1
NZ_AP024103.1_1919	ANK	162	194	forward	1
NZ_AP024107.1_1991	ANK_1	129	160	forward	1
NZ_AP024107.1_1991	ANK	162	194	forward	1
NZ_AP024108.1_572	ANK_1	538	569	forward	1
NZ_AP024108.1_572	ANK	603	635	forward	1
NZ_AP024108.1_572	ANK	638	668	forward	1
NZ_AP024160.1_502	ANK_1	538	569	forward	1
NZ_AP024160.1_502	ANK	603	635	forward	1
NZ_AP024160.1_502	ANK	638	668	forward	1
NZ_AP024162.1_476	ANK_1	538	569	forward	1
NZ_AP024162.1_476	ANK	603	635	forward	1
NZ_AP024162.1_476	ANK	638	668	forward	1
NZ_AP024452.1_1784	ANK_1	50	82	forward	1
NZ_AP024452.1_1784	ANK	83	114	forward	1
NZ_AP024452.1_1784	ANK	116	148	forward	1
NZ_AP024452.1_1784	ANK	150	180	forward	1
NZ_AP024452.1_1784	ANK	232	263	forward	1
NZ_AP024452.1_1784	ANK	360	405	forward	1
NZ_AP024563.1_2470	ANK_1	64	96	forward	1
NZ_AP024563.1_2470	ANK	97	129	forward	1
NZ_AP024563.1_2470	ANK	163	195	forward	1
NZ_AP024563.1_2470	ANK	229	261	forward	1
NZ_AP024614.1_121	ANK_1	45	77	forward	1
NZ_AP024614.1_121	ANK	141	173	forward	1
NZ_AP024614.1_121	ANK	275	305	forward	1
NZ_AP024614.1_121	ANK	306	338	forward	1
NZ_AP024614.1_121	ANK	372	404	forward	1
NZ_AP024614.1_121	ANK	467	498	forward	1
NZ_AP024618.1_2436	ANK_1	43	72	forward	1
NZ_AP024618.1_2436	ANK	74	105	forward	1
NZ_AP024882.1_517	ANK_1	48	79	forward	1
NZ_AP024882.1_517	ANK	237	269	forward	1
NZ_AP024882.1_517	ANK	308	339	forward	1
NZ_AP025018.1_1528	ANK_1	52	83	forward	1
NZ_AP025018.1_1528	ANK	86	118	forward	1
NZ_AP025018.1_1528	ANK	119	151	forward	1
NZ_AP025018.1_1528	ANK	152	184	forward	1
NZ_AP025018.1_1528	ANK	185	218	forward	1
NZ_AP025018.1_1528	ANK	221	250	forward	1
NZ_AP025018.1_1528	ANK	251	283	forward	1
NZ_AP025018.1_1528	ANK	284	316	forward	1
NZ_AP025018.1_1528	ANK	317	348	forward	1
NZ_AP025018.1_1528	ANK	382	414	forward	1
NZ_AP025018.1_5065	ANK_1	191	223	forward	1
NZ_AP025018.1_5065	ANK	271	302	forward	1
NZ_AP025018.1_5065	ANK	339	387	forward	1
NZ_AP025556.1_3219	ANK_1	105	135	forward	1
NZ_AP025556.1_3219	ANK	136	169	forward	1
NZ_AP025556.1_3219	ANK	171	203	forward	1
NZ_AP025732.1_2627	ANK_1	33	65	forward	1
NZ_AP025732.1_2627	ANK	99	131	forward	1
NZ_AP026070.1_1766	ANK_1	66	96	forward	1
NZ_AP026070.1_1766	ANK	132	164	forward	1
NZ_AP026070.1_1766	ANK	299	326	forward	1
NZ_AP026080.1_235	ANK_1	9	41	forward	1
NZ_AP026080.1_235	ANK	135	165	forward	1
NZ_AP026114.1_235	ANK_1	9	41	forward	1
NZ_AP026114.1_235	ANK	135	165	forward	1
NZ_APLP01000009.1_250	ANK_1	31	63	forward	1
NZ_APLP01000009.1_250	ANK	65	96	forward	1
NZ_APLP01000009.1_250	ANK	99	131	forward	1
NZ_APLP01000009.1_250	ANK	202	232	forward	1
NZ_AUAP01000046.1_1	ANK_1	101	133	forward	1
NZ_AUAP01000046.1_1	ANK	174	206	forward	1
NZ_AUCE01000013.1_51	ANK_1	53	85	forward	1
NZ_AUCE01000013.1_51	ANK	86	118	forward	1
NZ_AUFT01000006.1_135	ANK_1	39	73	forward	1
NZ_AUFT01000006.1_135	ANK	73	105	forward	1
NZ_AUFT01000006.1_135	ANK	106	138	forward	1
NZ_AUHA01000003.1_32	ANK_1	93	125	forward	1
NZ_AUHA01000003.1_32	ANK	161	191	forward	1
NZ_AUHO01000006.1_834	ANK_1	30	60	forward	1
NZ_AUHO01000006.1_834	ANK	61	93	forward	1
NZ_AULQ01000001.1_256	ANK_1	49	81	forward	1
NZ_AULQ01000001.1_256	ANK	115	147	forward	1
NZ_AUMT01000013.1_163	ANK_1	55	87	forward	1
NZ_AUMT01000013.1_163	ANK	120	152	forward	1
NZ_AWRU01000017.1_17	ANK_1	36	68	forward	1
NZ_AWRU01000017.1_17	ANK	69	101	forward	1
NZ_AWRU01000017.1_17	ANK	103	135	forward	1
NZ_AWUH01000191.1_1	ANK_1	35	67	forward	1
NZ_AWUH01000191.1_1	ANK	275	306	forward	1
NZ_AWUH01000191.1_1	ANK	307	339	forward	1
NZ_AWUH01000191.1_1	ANK	340	372	forward	1
NZ_AXZO01000001.1_1178	ANK_1	88	118	forward	1
NZ_AXZO01000001.1_1178	ANK	125	152	forward	1
NZ_BAND01000005.1_136	ANK_1	49	81	forward	1
NZ_BAND01000005.1_136	ANK	115	147	forward	1
NZ_BBMA01000006.1_161	ANK_1	77	105	forward	1
NZ_BBMA01000006.1_161	ANK	107	138	forward	1
NZ_BBNO01000007.1_640	ANK_1	37	69	forward	1
NZ_BBNO01000007.1_640	ANK	78	106	forward	1
NZ_BBNO01000007.1_640	ANK	110	139	forward	1
NZ_BBNO01000007.1_640	ANK	142	173	forward	1
NZ_BBXC01000008.1_310	ANK_1	32	63	forward	1
NZ_BBXC01000008.1_310	ANK	100	132	forward	1
NZ_BBXE01000014.1_86	ANK_1	32	63	forward	1
NZ_BBXE01000014.1_86	ANK	100	132	forward	1
NZ_BBZG01000003.1_511	ANK_1	69	101	forward	1
NZ_BBZG01000003.1_511	ANK	102	131	forward	1
NZ_BCMN01000009.1_166	ANK_1	42	74	forward	1
NZ_BCMN01000009.1_166	ANK	108	139	forward	1
NZ_BDUD01000001.1_6002	ANK_1	33	65	forward	1
NZ_BDUD01000001.1_6002	ANK	99	131	forward	1
NZ_BFBO01000013.1_38	ANK_1	58	90	forward	1
NZ_BFBO01000013.1_38	ANK	184	214	forward	1
NZ_BFBP01000014.1_68	ANK_1	54	86	forward	1
NZ_BFBP01000014.1_68	ANK	118	151	forward	1
NZ_BFBP01000014.1_68	ANK	151	183	forward	1
NZ_BFHF01000017.1_35	ANK_1	38	70	forward	1
NZ_BFHF01000017.1_35	ANK	139	175	forward	1
NZ_BHFZ01000030.1_7	ANK_1	59	91	forward	1
NZ_BHFZ01000030.1_7	ANK	158	195	forward	1
NZ_BHVU01000175.1_3	ANK_1	7	36	forward	1
NZ_BHVU01000175.1_3	ANK	71	103	forward	1
NZ_BHVU01000175.1_3	ANK	199	231	forward	1
NZ_BHVU01000175.1_3	ANK	232	264	forward	1
NZ_BHVU01000175.1_3	ANK	265	297	forward	1
NZ_BHVU01000175.1_3	ANK	330	360	forward	1
NZ_BHVU01000175.1_3	ANK	363	395	forward	1
NZ_BHVU01000175.1_3	ANK	396	429	forward	1
NZ_BMIB01000001.1_442	ANK_1	32	64	forward	1
NZ_BMIB01000001.1_442	ANK	98	130	forward	1
NZ_BMIB01000001.1_442	ANK	131	163	forward	1
NZ_BMIB01000001.1_442	ANK	164	196	forward	1
NZ_BMIB01000001.1_442	ANK	298	330	forward	1
NZ_BMIB01000001.1_442	ANK	331	363	forward	1
NZ_BMKP01000010.1_103	ANK_1	87	116	forward	1
NZ_BMKP01000010.1_103	ANK	117	149	forward	1
NZ_BMNC01000001.1_892	ANK_1	64	99	forward	1
NZ_BMNC01000001.1_892	ANK	105	136	forward	1
NZ_BMNL01000002.1_372	ANK_1	36	68	forward	1
NZ_BMNL01000002.1_372	ANK	78	108	forward	1
NZ_BMOL01000011.1_129	ANK_1	96	128	forward	1
NZ_BMOL01000011.1_129	ANK	164	195	forward	1
NZ_BMOM01000011.1_54	ANK_1	67	99	forward	1
NZ_BMOM01000011.1_54	ANK	133	165	forward	1
NZ_BMOW01000002.1_337	ANK_1	56	88	forward	1
NZ_BMOW01000002.1_337	ANK	122	154	forward	1
NZ_BMQU01000012.1_147	ANK_1	49	81	forward	1
NZ_BMQU01000012.1_147	ANK	115	147	forward	1
NZ_BMSS01000001.1_12	ANK_1	37	68	forward	1
NZ_BMSS01000001.1_12	ANK	78	106	forward	1
NZ_BMSS01000001.1_12	ANK	110	140	forward	1
NZ_BMSS01000001.1_12	ANK	141	173	forward	1
NZ_BMXF01000001.1_159	ANK_1	296	327	forward	1
NZ_BMXF01000001.1_159	ANK	432	465	forward	1
NZ_BNAG01000004.1_188	ANK_1	39	71	forward	1
NZ_BNAG01000004.1_188	ANK	72	104	forward	1
NZ_BNAG01000004.1_188	ANK	105	137	forward	1
NZ_BNAG01000007.1_42	ANK_1	191	222	forward	1
NZ_BNAG01000007.1_42	ANK	257	289	forward	1
NZ_BNAL01000029.1_13	ANK_1	46	78	forward	1
NZ_BNAL01000029.1_13	ANK	112	144	forward	1
NZ_BORN01000001.1_410	ANK_1	63	95	forward	1
NZ_BORN01000001.1_410	ANK	164	200	forward	1
NZ_BPMK01000021.1_42	ANK_1	496	528	forward	1
NZ_BPMK01000021.1_42	ANK	529	560	forward	1
NZ_BPMK01000021.1_42	ANK	687	719	forward	1
NZ_BPMK01000021.1_42	ANK	820	851	forward	1
NZ_BPMK01000021.1_42	ANK	852	884	forward	1
NZ_BPQA01000008.1_276	ANK_1	198	230	forward	1
NZ_BPQA01000008.1_276	ANK	278	309	forward	1
NZ_BPQA01000008.1_276	ANK	346	394	forward	1
NZ_BQME02000002.1_1849	ANK_1	74	106	forward	1
NZ_BQME02000002.1_1849	ANK	174	211	forward	1
NZ_CAAAHR010000011.1_56	ANK_1	110	142	forward	1
NZ_CAAAHR010000011.1_56	ANK	286	318	forward	1
NZ_CAAAHR010000020.1_2	ANK_1	457	489	forward	1
NZ_CAAAHR010000020.1_2	ANK	490	522	forward	1
NZ_CAAAHT010000012.1_60	ANK_1	110	143	forward	1
NZ_CAAAHT010000012.1_60	ANK	320	353	forward	1
NZ_CAAAHU010000013.1_81	ANK_1	465	496	forward	1
NZ_CAAAHU010000013.1_81	ANK	497	529	forward	1
NZ_CAAAHV010000001.1_114	ANK_1	530	562	forward	1
NZ_CAAAHV010000001.1_114	ANK	563	595	forward	1
NZ_CAAAHV010000028.1_20	ANK_1	117	146	forward	1
NZ_CAAAHV010000028.1_20	ANK	292	326	forward	1
NZ_CAAAHV010000032.1_14	ANK_1	35	67	forward	1
NZ_CAAAHV010000032.1_14	ANK	558	588	forward	1
NZ_CAAAHV010000032.1_14	ANK	589	618	forward	1
NZ_CAAAHV010000032.1_14	ANK	622	652	forward	1
NZ_CAAAIE010000002.1_524	ANK_1	110	142	forward	1
NZ_CAAAIE010000002.1_524	ANK	286	318	forward	1
NZ_CAAAIE010000002.1_524	ANK	319	352	forward	1
NZ_CAAAIK010000021.1_20	ANK_1	117	149	forward	1
NZ_CAAAIK010000021.1_20	ANK	290	322	forward	1
NZ_CAAAIX010000011.1_88	ANK_1	460	492	forward	1
NZ_CAAAIX010000011.1_88	ANK	493	525	forward	1
NZ_CABGRO010000006.1_62	ANK_1	104	136	forward	1
NZ_CABGRO010000006.1_62	ANK	205	242	forward	1
NZ_CABGTP010000002.1_54	ANK_1	104	136	forward	1
NZ_CABGTP010000002.1_54	ANK	205	242	forward	1
NZ_CABHAT010000006.1_97	ANK_1	104	136	forward	1
NZ_CABHAT010000006.1_97	ANK	205	242	forward	1
NZ_CABVGU010000023.1_13	ANK_1	48	81	forward	1
NZ_CABVGU010000023.1_13	ANK	114	146	forward	1
NZ_CABVHO010000008.1_25	ANK_1	56	88	forward	1
NZ_CABVHO010000008.1_25	ANK	155	192	forward	1
NZ_CABVHS010000010.1_131	ANK_1	48	81	forward	1
NZ_CABVHS010000010.1_131	ANK	114	146	forward	1
NZ_CACTIU010000041.1_5	ANK_1	107	139	forward	1
NZ_CACTIU010000041.1_5	ANK	140	172	forward	1
NZ_CACTIU010000041.1_5	ANK	173	205	forward	1
NZ_CACTIU010000041.1_5	ANK	206	240	forward	1
NZ_CACTIU010000041.1_5	ANK	240	272	forward	1
NZ_CACTIU010000041.1_5	ANK	273	307	forward	1
NZ_CACTIU010000041.1_5	ANK	307	339	forward	1
NZ_CACTIU010000041.1_5	ANK	340	371	forward	1
NZ_CACTIU010000041.1_5	ANK	377	405	forward	1
NZ_CACTIU010000041.1_5	ANK	406	438	forward	1
NZ_CACTIU010000041.1_5	ANK	439	471	forward	1
NZ_CACTIU010000044.1_3	ANK_1	89	117	forward	1
NZ_CACTIU010000044.1_3	ANK	118	149	forward	1
NZ_CACTIU010000044.1_3	ANK	151	183	forward	1
NZ_CACTIU010000044.1_3	ANK	184	217	forward	1
NZ_CACTIU010000044.1_3	ANK	218	250	forward	1
NZ_CACTIU010000044.1_3	ANK	280	308	forward	1
NZ_CACTIU010000044.1_3	ANK	309	341	forward	1
NZ_CACTIU010000044.1_3	ANK	342	374	forward	1
NZ_CACTIU010000044.1_3	ANK	376	406	forward	1
NZ_CACTIU010000044.1_3	ANK	408	439	forward	1
NZ_CACTIU010000044.1_3	ANK	440	471	forward	1
NZ_CACTIU010000044.1_3	ANK	472	503	forward	1
NZ_CACTIU010000044.1_3	ANK	505	537	forward	1
NZ_CACTIU010000097.1_2	ANK_1	184	216	forward	1
NZ_CACTIU010000097.1_2	ANK	217	249	forward	1
NZ_CACTIU010000097.1_2	ANK	250	282	forward	1
NZ_CACTIU010000097.1_2	ANK	283	315	forward	1
NZ_CACTIU010000097.1_2	ANK	316	346	forward	1
NZ_CACTIU010000097.1_2	ANK	364	396	forward	1
NZ_CACTIU010000099.1_1	ANK_1	119	150	forward	1
NZ_CACTIU010000099.1_1	ANK	309	341	forward	1
NZ_CACTIU010000099.1_1	ANK	342	374	forward	1
NZ_CACTIV010000002.1_3	ANK_1	39	71	forward	1
NZ_CACTIV010000002.1_3	ANK	105	136	forward	1
NZ_CACTIV010000002.1_3	ANK	171	203	forward	1
NZ_CACTIV010000002.1_3	ANK	204	235	forward	1
NZ_CACTIV010000012.1_2	ANK_1	76	106	forward	1
NZ_CACTIV010000012.1_2	ANK	107	139	forward	1
NZ_CACTIV010000012.1_2	ANK	140	171	forward	1
NZ_CACTIV010000012.1_2	ANK	177	208	forward	1
NZ_CACTIV010000012.1_2	ANK	210	241	forward	1
NZ_CACTIV010000012.1_2	ANK	244	276	forward	1
NZ_CACTIV010000012.1_2	ANK	278	309	forward	1
NZ_CACTIV010000012.1_2	ANK	414	446	forward	1
NZ_CACTIV010000012.1_2	ANK	509	558	forward	1
NZ_CACTIV010000012.1_2	ANK	559	589	forward	1
NZ_CACTIV010000012.1_2	ANK	593	623	forward	1
NZ_CACTIV010000012.1_2	ANK	625	657	forward	1
NZ_CACTIV010000012.1_2	ANK	659	690	forward	1
NZ_CACTIV010000012.1_2	ANK	691	725	forward	1
NZ_CACTIV010000015.1_14	ANK_1	75	104	forward	1
NZ_CACTIV010000015.1_14	ANK	107	139	forward	1
NZ_CADDIL010000004.1_220	ANK_1	65	96	forward	1
NZ_CADDIL010000004.1_220	ANK	97	129	forward	1
NZ_CADDIL010000004.1_220	ANK	130	162	forward	1
NZ_CADDZZ010000001.1_66	ANK_1	100	132	forward	1
NZ_CADDZZ010000001.1_66	ANK	130	162	forward	1
NZ_CADDZZ010000001.1_66	ANK	163	195	forward	1
NZ_CADEQM010000018.1_42	ANK_1	100	131	forward	1
NZ_CADEQM010000018.1_42	ANK	130	162	forward	1
NZ_CADEQM010000018.1_42	ANK	163	195	forward	1
NZ_CADESR010000001.1_1323	ANK_1	100	131	forward	1
NZ_CADESR010000001.1_1323	ANK	130	162	forward	1
NZ_CADESR010000001.1_1323	ANK	163	195	forward	1
NZ_CADETP010000026.1_15	ANK_1	100	131	forward	1
NZ_CADETP010000026.1_15	ANK	130	162	forward	1
NZ_CADETP010000026.1_15	ANK	163	195	forward	1
NZ_CADEUG010000026.1_12	ANK_1	100	131	forward	1
NZ_CADEUG010000026.1_12	ANK	130	162	forward	1
NZ_CADEUG010000026.1_12	ANK	163	195	forward	1
NZ_CADFCV010000006.1_329	ANK_1	100	131	forward	1
NZ_CADFCV010000006.1_329	ANK	130	162	forward	1
NZ_CADFCV010000006.1_329	ANK	163	195	forward	1
NZ_CADFCX010000005.1_329	ANK_1	100	131	forward	1
NZ_CADFCX010000005.1_329	ANK	130	162	forward	1
NZ_CADFCX010000005.1_329	ANK	163	195	forward	1
NZ_CADFDM010000005.1_180	ANK_1	30	62	forward	1
NZ_CADFDM010000005.1_180	ANK	63	95	forward	1
NZ_CADFDU010000006.1_362	ANK_1	130	162	forward	1
NZ_CADFDU010000006.1_362	ANK	163	195	forward	1
NZ_CADFFA010000012.1_90	ANK_1	136	168	forward	1
NZ_CADFFA010000012.1_90	ANK	202	234	forward	1
NZ_CADFFI010000016.1_68	ANK_1	136	168	forward	1
NZ_CADFFI010000016.1_68	ANK	202	234	forward	1
NZ_CADFFM010000014.1_144	ANK_1	101	133	forward	1
NZ_CADFFM010000014.1_144	ANK	167	199	forward	1
NZ_CADFFX010000001.1_410	ANK_1	51	83	forward	1
NZ_CADFFX010000001.1_410	ANK	117	149	forward	1
NZ_CADFGH010000005.1_187	ANK_1	50	82	forward	1
NZ_CADFGH010000005.1_187	ANK	116	148	forward	1
NZ_CADFGJ010000005.1_167	ANK_1	88	120	forward	1
NZ_CADFGJ010000005.1_167	ANK	154	186	forward	1
NZ_CADFGO010000001.1_527	ANK_1	136	168	forward	1
NZ_CADFGO010000001.1_527	ANK	202	234	forward	1
NZ_CADP01000049.1_9	ANK_1	55	87	forward	1
NZ_CADP01000049.1_9	ANK	122	153	forward	1
NZ_CAFK01000072.1_5	ANK_1	135	167	forward	1
NZ_CAFK01000072.1_5	ANK	201	231	forward	1
NZ_CAIGKF010000045.1_11	ANK_1	120	151	forward	1
NZ_CAIGKF010000045.1_11	ANK	153	185	forward	1
NZ_CAIGKG010000016.1_108	ANK_1	123	154	forward	1
NZ_CAIGKG010000016.1_108	ANK	156	188	forward	1
NZ_CAIJDE010000038.1_56	ANK_1	49	77	forward	1
NZ_CAIJDE010000038.1_56	ANK	113	146	forward	1
NZ_CAIJDE010000038.1_56	ANK	180	211	forward	1
NZ_CAIJDP010000088.1_55	ANK_1	87	116	forward	1
NZ_CAIJDP010000088.1_55	ANK	117	149	forward	1
NZ_CAJCFV010000079.1_12	ANK_1	32	64	forward	1
NZ_CAJCFV010000079.1_12	ANK	65	97	forward	1
NZ_CAJCFV010000079.1_12	ANK	98	130	forward	1
NZ_CAJGUX010000003.1_55	ANK_1	68	100	forward	1
NZ_CAJGUX010000003.1_55	ANK	134	166	forward	1
NZ_CAJGVB010000002.1_705	ANK_1	68	100	forward	1
NZ_CAJGVB010000002.1_705	ANK	134	166	forward	1
NZ_CAJHOB010000001.1_103	ANK_1	58	89	forward	1
NZ_CAJHOB010000001.1_103	ANK	90	123	forward	1
NZ_CAJHOG010000002.1_705	ANK_1	68	100	forward	1
NZ_CAJHOG010000002.1_705	ANK	134	166	forward	1
NZ_CAJHOH010000003.1_55	ANK_1	68	100	forward	1
NZ_CAJHOH010000003.1_55	ANK	134	166	forward	1
NZ_CAKJXY010000001.1_132	ANK_1	61	94	forward	1
NZ_CAKJXY010000001.1_132	ANK	95	126	forward	1
NZ_CAKJXY010000001.1_132	ANK	130	160	forward	1
NZ_CAKJXY010000002.1_206	ANK_1	76	104	forward	1
NZ_CAKJXY010000002.1_206	ANK	107	139	forward	1
NZ_CAKMMF010000006.1_157	ANK_1	39	71	forward	1
NZ_CAKMMF010000006.1_157	ANK	80	111	forward	1
NZ_CAKMMF010000006.1_157	ANK	112	144	forward	1
NZ_CAMKIC010000014.1_81	ANK_1	108	142	forward	1
NZ_CAMKIC010000014.1_81	ANK	175	207	forward	1
NZ_CBLX010000003.1_313	ANK_1	47	79	forward	1
NZ_CBLX010000003.1_313	ANK	113	145	forward	1
NZ_CCZB01000022.1_164	ANK_1	83	118	forward	1
NZ_CCZB01000022.1_164	ANK	193	221	forward	1
NZ_CCZB01000022.1_164	ANK	439	471	forward	1
NZ_CCZB01000022.1_164	ANK	472	504	forward	1
NZ_CCZC01000006.1_39	ANK_1	200	228	forward	1
NZ_CCZC01000006.1_39	ANK	447	479	forward	1
NZ_CCZJ01000014.1_49	ANK_1	200	228	forward	1
NZ_CCZJ01000014.1_49	ANK	447	479	forward	1
NZ_CCZM01000012.1_39	ANK_1	200	228	forward	1
NZ_CCZM01000012.1_39	ANK	447	479	forward	1
NZ_CCZN01000013.1_166	ANK_1	83	118	forward	1
NZ_CCZN01000013.1_166	ANK	193	221	forward	1
NZ_CCZN01000013.1_166	ANK	439	471	forward	1
NZ_CCZN01000013.1_166	ANK	472	504	forward	1
NZ_CCZP01000005.1_162	ANK_1	200	228	forward	1
NZ_CCZP01000005.1_162	ANK	447	479	forward	1
NZ_CCZQ01000011.1_42	ANK_1	83	118	forward	1
NZ_CCZQ01000011.1_42	ANK	193	221	forward	1
NZ_CCZQ01000011.1_42	ANK	439	471	forward	1
NZ_CCZQ01000011.1_42	ANK	472	504	forward	1
NZ_CCZU01000015.1_21	ANK_1	83	118	forward	1
NZ_CCZU01000015.1_21	ANK	193	221	forward	1
NZ_CCZU01000015.1_21	ANK	439	471	forward	1
NZ_CCZU01000015.1_21	ANK	472	504	forward	1
NZ_CDEL01000317.1_14	ANK_1	63	96	forward	1
NZ_CDEL01000317.1_14	ANK	98	131	forward	1
NZ_CDLX01000001.1_4661	ANK_1	192	224	forward	1
NZ_CDLX01000001.1_4661	ANK	433	465	forward	1
NZ_CDMD01000001.1_3216	ANK_1	192	224	forward	1
NZ_CDMD01000001.1_3216	ANK	433	465	forward	1
NZ_CFNR01000558.1_3	ANK_1	99	130	forward	1
NZ_CFNR01000558.1_3	ANK	129	160	forward	1
NZ_CFNR01000558.1_3	ANK	162	194	forward	1
NZ_CFYF01000056.1_13	ANK_1	129	160	forward	1
NZ_CFYF01000056.1_13	ANK	162	194	forward	1
NZ_CFZS01000367.1_3	ANK_1	129	160	forward	1
NZ_CFZS01000367.1_3	ANK	162	194	forward	1
NZ_CM000730.1_3010	ANK_1	170	200	forward	1
NZ_CM000730.1_3010	ANK	236	267	forward	1
NZ_CM000730.1_3010	ANK	335	364	forward	1
NZ_CM000920.1_396	ANK_1	56	88	forward	1
NZ_CM000920.1_396	ANK	123	154	forward	1
NZ_CM001798.1_1723	ANK_1	65	97	forward	1
NZ_CM001798.1_1723	ANK	247	312	forward	1
NZ_CM001798.1_1723	ANK	313	346	forward	1
NZ_CM001798.1_1723	ANK	347	380	forward	1
NZ_CM001798.1_1723	ANK	381	413	forward	1
NZ_CM001798.1_1723	ANK	543	575	forward	1
NZ_CM001798.1_1723	ANK	813	845	forward	1
NZ_CM002139.1_1184	ANK_1	463	495	forward	1
NZ_CM002139.1_1184	ANK	529	561	forward	1
NZ_CM002796.1_2878	ANK_1	44	77	forward	1
NZ_CM002796.1_2878	ANK	113	145	forward	1
NZ_CM002803.1_1918	ANK_1	32	64	forward	1
NZ_CM002803.1_1918	ANK	65	97	forward	1
NZ_CM002803.1_1918	ANK	98	130	forward	1
NZ_CM003641.1_47	ANK_1	93	125	forward	1
NZ_CM003641.1_47	ANK	128	158	forward	1
NZ_CM003641.1_47	ANK	159	191	forward	1
NZ_CM003641.1_47	ANK	193	224	forward	1
NZ_CM003768.1_1645	ANK_1	100	131	forward	1
NZ_CM003768.1_1645	ANK	130	162	forward	1
NZ_CM003768.1_1645	ANK	163	195	forward	1
NZ_CP004403.1_832	ANK_1	37	66	forward	1
NZ_CP004403.1_832	ANK	178	210	forward	1
NZ_CP004403.1_832	ANK	312	343	forward	1
NZ_CP004403.1_832	ANK	381	411	forward	1
NZ_CP004403.1_832	ANK	587	617	forward	1
NZ_CP005975.1_3449	ANK_1	48	81	forward	1
NZ_CP005975.1_3449	ANK	114	146	forward	1
NZ_CP006644.1_2481	ANK_1	55	88	forward	1
NZ_CP006644.1_2481	ANK	122	154	forward	1
NZ_CP006723.1_2937	ANK_1	151	179	forward	1
NZ_CP006723.1_2937	ANK	263	296	forward	1
NZ_CP007065.1_333	ANK_1	32	64	forward	1
NZ_CP007065.1_333	ANK	67	97	forward	1
NZ_CP007065.1_333	ANK	98	130	forward	1
NZ_CP007065.1_333	ANK	163	196	forward	1
NZ_CP007065.1_333	ANK	197	227	forward	1
NZ_CP007065.1_333	ANK	230	262	forward	1
NZ_CP007065.1_333	ANK	263	295	forward	1
NZ_CP007139.1_3570	ANK_1	355	384	forward	1
NZ_CP007139.1_3570	ANK	449	478	forward	1
NZ_CP007236.1_2903	ANK_1	416	446	forward	1
